"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","havana_gene","havana_gene_version","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","havana_transcript","havana_transcript_version","tag","transcript_support_level","exon_number","exon_id","exon_version","ccds_id","protein_id","protein_version"
"10",121739938,121740210,273,"+","havana","five_prime_utr",NA,NA,"ENSMUSG00000053684","8","BC048403","ensembl_havana","protein_coding","OTTMUSG00000027722","2","ENSMUST00000136432","1","BC048403-202","havana","protein_coding","OTTMUST00000068605","1","basic","1",NA,NA,NA,NA,NA,NA
"10",121785240,121807104,21865,"-","havana","transcript",NA,NA,"ENSMUSG00000020121","15","Srgap1","ensembl_havana","protein_coding","OTTMUSG00000032486","2","ENSMUST00000161996","1","Srgap1-204","havana","processed_transcript","OTTMUST00000080809","2",NA,"1",NA,NA,NA,NA,NA,NA
"10",121780991,122047315,266325,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000020121","15","Srgap1","ensembl_havana","protein_coding","OTTMUSG00000032486","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",121780991,122047315,266325,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000020121","15","Srgap1","ensembl_havana","protein_coding","OTTMUSG00000032486","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",122097072,122097371,300,"-","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000034620","17","Rxylt1","ensembl_havana","protein_coding","OTTMUSG00000027721","3","ENSMUST00000140299","2","Rxylt1-205","ensembl_havana","protein_coding","OTTMUST00000068598","1","basic","1",NA,NA,NA,"CCDS24214",NA,NA
"10",122678778,122679185,408,"+","ensembl_havana","five_prime_utr",NA,NA,"ENSMUSG00000034613","12","Ppm1h","ensembl_havana","protein_coding","OTTMUSG00000032921","6","ENSMUST00000161487","7","Ppm1h-206","ensembl_havana","protein_coding","OTTMUST00000082057","1","basic","1",NA,NA,NA,"CCDS48706",NA,NA
"10",122757198,122811471,54274,"+","havana","transcript",NA,NA,"ENSMUSG00000034613","12","Ppm1h","ensembl_havana","protein_coding","OTTMUSG00000032921","6","ENSMUST00000160315","1","Ppm1h-203","havana","processed_transcript","OTTMUST00000082101","1","mRNA_start_NF","5",NA,NA,NA,NA,NA,NA
"10",122811447,122886293,74847,"+","havana","transcript",NA,NA,"ENSMUSG00000034613","12","Ppm1h","ensembl_havana","protein_coding","OTTMUSG00000032921","6","ENSMUST00000161371","1","Ppm1h-205","havana","processed_transcript","OTTMUST00000082104","1",NA,"3",NA,NA,NA,NA,NA,NA
"10",125294650,125342179,47530,"-","havana","transcript",NA,NA,"ENSMUSG00000020102","15","Slc16a7","ensembl_havana","protein_coding","OTTMUSG00000060295","4","ENSMUST00000210069","1","Slc16a7-204","havana","protein_coding","OTTMUST00000147583","1","mRNA_end_NF","2",NA,NA,NA,NA,NA,NA
"10",125388539,125391007,2469,"+","havana","exon",NA,NA,"ENSMUSG00000111943","1","Gm47862","havana","TEC","OTTMUSG00000064620","1","ENSMUST00000220021","1","Gm47862-201","havana","TEC","OTTMUST00000157502","1","basic","NA","1","ENSMUSE00001406888","1",NA,NA,NA
"10",125388539,125391007,2469,"+","havana","exon",NA,NA,"ENSMUSG00000111943","1","Gm47862","havana","TEC","OTTMUSG00000064620","1","ENSMUST00000220021","1","Gm47862-201","havana","TEC","OTTMUST00000157502","1","basic","NA","1","ENSMUSE00001406888","1",NA,NA,NA
"10",125512531,125512995,465,"+","havana","exon",NA,NA,"ENSMUSG00000112100","1","Gm9102","havana","processed_pseudogene","OTTMUSG00000064621","1","ENSMUST00000219250","1","Gm9102-201","havana","processed_pseudogene","OTTMUST00000157503","1","basic","NA","1","ENSMUSE00001412023","1",NA,NA,NA
"10",125966253,126015359,49107,"+","ensembl_havana","transcript",NA,NA,"ENSMUSG00000020105","9","Lrig3","ensembl_havana","protein_coding","OTTMUSG00000064568","2","ENSMUST00000074807","7","Lrig3-201","ensembl_havana","protein_coding","OTTMUST00000157420","1","basic","1",NA,NA,NA,"CCDS24219",NA,NA
"10",126371975,126375062,3088,"+","havana","gene",NA,NA,"ENSMUSG00000112482","1","1700025K04Rik","havana","lincRNA","OTTMUSG00000064570","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",126586690,126586804,115,"-","havana","exon",NA,NA,"ENSMUSG00000112435","1","Gm47965","havana","processed_pseudogene","OTTMUSG00000064572","1","ENSMUST00000220216","1","Gm47965-201","havana","processed_pseudogene","OTTMUST00000157427","1","basic","NA","1","ENSMUSE00001407491","1",NA,NA,NA
"10",126901102,126901350,249,"-","havana","exon",NA,NA,"ENSMUSG00000025436","12","Atp23","ensembl_havana","protein_coding","OTTMUSG00000064594","1","ENSMUST00000220051","1","Atp23-203","havana","processed_transcript","OTTMUST00000157461","1",NA,"1","1","ENSMUSE00001412243","1",NA,NA,NA
"10",126868427,126901355,32929,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000025436","12","Atp23","ensembl_havana","protein_coding","OTTMUSG00000064594","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",126868427,126901355,32929,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000025436","12","Atp23","ensembl_havana","protein_coding","OTTMUSG00000064594","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",126978717,126999969,21253,"+","ensembl_havana","transcript",NA,NA,"ENSMUSG00000078429","9","Ctdsp2","ensembl_havana","protein_coding","OTTMUSG00000064598","1","ENSMUST00000105256","9","Ctdsp2-202","ensembl_havana","protein_coding","OTTMUST00000157465","1","basic","1",NA,NA,NA,"CCDS48711",NA,NA
"10",127075284,127075431,148,"+","havana","five_prime_utr",NA,NA,"ENSMUSG00000025422","10","Agap2","ensembl_havana","protein_coding","OTTMUSG00000064601","2","ENSMUST00000239120","1","Agap2-203","havana","protein_coding","OTTMUST00000157476","2","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"10",127075284,127093169,17886,"+","havana","transcript",NA,NA,"ENSMUSG00000025422","10","Agap2","ensembl_havana","protein_coding","OTTMUSG00000064601","2","ENSMUST00000239120","1","Agap2-203","havana","protein_coding","OTTMUST00000157476","2","mRNA_end_NF",NA,NA,NA,NA,NA,NA,NA
"10",127095650,127121131,25482,"-","ensembl_havana","gene",NA,NA,"ENSMUSG00000040462","13","Os9","ensembl_havana","protein_coding","OTTMUSG00000064602","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",127138529,127138617,89,"-","ensembl","exon",NA,NA,"ENSMUSG00000088672","1","Gm23664","ensembl","snRNA",NA,NA,"ENSMUST00000158047","1","Gm23664-201","ensembl","snRNA",NA,NA,"basic","NA","1","ENSMUSE00000847182","1",NA,NA,NA
"10",127204351,127206710,2360,"-","havana","exon",NA,NA,"ENSMUSG00000025417","8","Pip4k2c","ensembl_havana","protein_coding","OTTMUSG00000064763","1","ENSMUST00000218386","1","Pip4k2c-202","havana","retained_intron","OTTMUST00000157703","1",NA,"1","3","ENSMUSE00001407887","1",NA,NA,NA
"10",127266368,127281950,15583,"+","ensembl_havana","gene",NA,NA,"ENSMUSG00000025410","10","Dctn2","ensembl_havana","protein_coding","OTTMUSG00000064765","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",127538161,127621148,82988,"-","ensembl_havana","transcript",NA,NA,"ENSMUSG00000040249","15","Lrp1","ensembl_havana","protein_coding","OTTMUSG00000031813","2","ENSMUST00000049149","14","Lrp1-201","ensembl_havana","protein_coding","OTTMUST00000078868","1","basic","1",NA,NA,NA,"CCDS24245",NA,NA
"10",127599884,127620922,21039,"-","havana","transcript",NA,NA,"ENSMUSG00000040249","15","Lrp1","ensembl_havana","protein_coding","OTTMUSG00000031813","2","ENSMUST00000118455","1","Lrp1-202","havana","protein_coding","OTTMUST00000078878","1","basic","5",NA,NA,NA,NA,NA,NA
"10",127948219,127948560,342,"-","havana","exon",NA,NA,"ENSMUSG00000090036","1","Gm15900","havana","processed_pseudogene","OTTMUSG00000027614","1","ENSMUST00000161584","1","Gm15900-201","havana","processed_pseudogene","OTTMUST00000068347","1","basic","NA","1","ENSMUSE00000849431","1",NA,NA,NA
"10",128091635,128091776,142,"+","havana","five_prime_utr",NA,NA,"ENSMUSG00000040054","17","Baz2a","ensembl_havana","protein_coding","OTTMUSG00000064927","2","ENSMUST00000220049","1","Baz2a-208","havana","protein_coding","OTTMUST00000158119","1","basic","5",NA,NA,NA,"CCDS36088",NA,NA
"10",128092783,128129303,36521,"+","ensembl","transcript",NA,NA,"ENSMUSG00000040054","17","Baz2a","ensembl_havana","protein_coding","OTTMUSG00000064927","2","ENSMUST00000170054","8","Baz2a-202","ensembl","protein_coding",NA,NA,"basic","5",NA,NA,NA,NA,NA,NA
"10",12747924,12826938,79015,"-","havana","transcript",NA,NA,"ENSMUSG00000019820","11","Utrn","ensembl_havana","protein_coding","OTTMUSG00000064777","8","ENSMUST00000219130","1","Utrn-207","havana","protein_coding","OTTMUST00000157833","1","mRNA_end_NF","3",NA,NA,NA,NA,NA,NA
